UF,idade,anosest,rendtrabprinc
50,49,12,1200
21,38,16,2200
13,47,9,3000
52,27,12,3000
11,25,13,2000
53,36,12,12000
52,33,12,1800
32,50,12,3000
13,26,15,700
53,33,9,1100
42,59,16,2600
21,45,12,1500
21,41,12,4500
51,40,12,1200
53,25,12,1800
24,37,12,3000
14,28,12,1100
50,29,12,3000
53,29,6,2000
51,58,9,2800
50,26,12,1600
31,55,14,2500
41,44,4,1500
33,26,12,1300
33,43,7,1500
53,41,6,800
53,37,12,2000
41,28,12,1800
33,38,12,1800
35,27,12,2000
51,39,12,1350
50,26,12,1500
13,59,12,1400
53,40,11,2145
51,33,12,1500
16,52,6,1100
53,25,12,2100
13,28,12,1100
12,33,12,1600
24,47,11,2200
52,43,12,3300
29,30,12,1600
52,29,12,1600
52,35,13,7000
35,53,12,1500
35,31,12,1100
53,50,14,2000
52,52,9,8900
35,34,12,1100
29,38,16,7000
52,57,16,15000
32,58,12,3000
29,52,12,1070
53,38,15,3200
33,27,16,1400
53,34,14,1200
50,41,15,1400
52,33,13,1500
33,51,12,1500
21,29,12,1100
24,44,10,1600
31,56,12,2500
27,43,12,4000
12,45,12,1200
35,26,12,1100
21,26,12,1251
43,47,13,3200
14,26,16,2000
33,34,12,1100
35,39,16,3000
15,42,16,3200
51,41,12,1200
17,31,9,1400
21,49,9,4000
21,49,12,500
21,33,16,3300
33,29,14,4000
50,28,12,1500
41,37,12,3000
33,45,12,8000
33,28,12,1700
21,49,9,1200
52,57,16,2000
43,56,8,1200
13,27,16,1100
53,30,12,1500
33,26,11,600
35,36,12,7000
35,30,12,1400
50,38,13,2000
13,48,7,1600
41,37,12,2500
52,56,13,5000
27,48,12,600
21,40,10,1000
22,45,12,600
24,35,12,1000
35,38,12,1100
21,30,12,3000
52,45,12,4000
33,55,7,2000
50,32,16,1200
42,53,9,3500
23,27,12,1100
16,42,16,2200
13,57,12,2200
32,44,16,2000
26,42,12,2500
52,53,12,6000
16,43,12,350
29,33,12,1150
15,59,12,1100
22,34,16,1100
53,50,9,3000
53,28,12,2000
16,41,12,3500
53,51,12,2500
13,40,12,1750
53,35,12,1100
50,48,9,15000
13,51,12,3000
41,47,10,1400
23,59,9,1800
12,26,12,1300
33,35,12,1100
53,42,10,20000
28,42,15,4500
35,30,12,400
52,43,12,1700
35,26,12,1440
53,41,11,1650
24,38,7,1100
33,41,12,1500
23,36,12,1200
13,38,12,8000
29,42,13,2200
33,55,12,2000
23,47,9,600
35,35,12,1200
22,40,12,1500
33,43,12,1100
50,38,16,15000
52,33,12,1800
14,51,5,1000
27,30,12,1100
35,28,12,1400
23,48,12,10000
51,46,12,1500
17,36,11,500
41,31,14,1500
52,29,12,1100
29,32,16,1300
17,31,12,6000
29,41,11,2000
21,25,12,320
52,29,16,1500
23,49,4,500
26,28,16,1700
51,56,6,500
22,50,12,1100
29,35,12,360
35,25,12,1800
52,52,8,1100
35,44,16,5000
23,59,5,1200
23,32,9,1100
29,53,12,1500
52,36,12,1100
23,41,0,1100
42,51,13,3000
13,55,16,2200
21,42,7,1200
35,25,11,1110
25,41,12,700
50,29,9,1300
13,48,12,1100
33,43,12,1500
52,57,12,5000
50,28,15,5300
42,44,16,8000
53,37,13,1100
52,36,12,1100
52,47,5,2000
50,28,16,1200
52,36,12,5000
13,48,6,1100
53,44,9,3000
51,37,12,3800
50,29,12,1500
50,27,16,3000
27,50,3,2800
53,43,14,3000
25,32,12,1100
52,42,14,2500
53,26,12,1100
11,36,12,1300
52,57,12,5000
15,37,12,1800
17,57,12,1500
41,41,16,3000
23,44,16,1700
52,38,12,3000
52,50,10,2000
51,28,12,1800
35,44,0,3000
53,25,9,1100
52,25,0,4000
29,41,12,1100
53,38,12,1300
33,42,16,4000
14,34,16,2500
14,43,12,3500
21,56,14,2000
22,56,12,4000
27,33,12,1100
14,43,16,1100
50,56,12,2200
33,59,12,2000
52,53,12,1100
33,34,16,4000
24,32,12,1100
33,33,12,1100
13,27,16,1500
24,27,12,1100
15,45,12,600
13,27,16,1100
52,40,12,1200
35,38,12,800
52,34,12,2000
13,43,8,800
53,36,8,5000
21,26,12,1600
42,45,0,1600
53,49,12,4000
23,33,10,70
52,48,16,15000
23,36,12,3000
31,45,12,3000
52,25,13,5600
25,25,12,1500
33,57,16,5000
42,33,14,10000
21,59,4,550
32,38,10,6000
35,44,16,8000
35,46,16,10000
53,40,12,1450
52,40,9,3500
52,40,12,1500
31,30,16,1350
51,47,12,3000
15,59,12,1000
33,27,12,1200
25,51,16,5000
23,27,10,1200
25,57,9,1200
16,45,6,200
13,53,2,1100
27,42,16,1500
26,38,8,1000
53,29,16,1100
35,53,12,2000
21,34,13,1200
17,42,12,2000
35,57,9,1100
51,40,12,1100
50,52,9,2800
23,57,8,1200
12,42,5,300
27,55,12,300
23,26,12,10000
21,25,12,1558
26,27,12,1250
23,50,12,1100
13,49,12,1000
12,41,12,1500
13,39,12,1100
33,54,12,1100
14,25,12,1100
32,44,12,1200
13,31,13,1200
12,26,12,1100
31,32,10,1100
13,28,12,1100
12,32,12,1100
13,49,16,2000
16,25,13,1100
14,35,12,1400
16,42,15,1700
15,27,12,1100
50,38,11,1300
12,26,12,1100
50,33,12,1500
13,31,13,1100
27,37,12,1100
13,48,12,1100
41,34,13,1700
12,37,12,1700
51,31,12,1100
35,47,12,1500
31,29,10,1200
11,35,12,1300
32,36,16,1200
35,47,12,5000
13,39,12,1800
12,30,12,1100
14,28,16,1100
12,37,15,1200
53,42,12,1200
53,49,12,1500
14,25,12,1100
42,27,13,1500
33,43,12,1300
27,33,12,1500
41,26,16,1200
24,34,11,1400
25,32,12,1200
50,38,0,1260
50,48,12,1300
23,26,12,1100
31,32,12,1100
23,34,12,1100
27,45,12,1100
50,41,12,2500
21,33,12,1200
35,38,12,1100
43,44,13,1400
14,26,16,1400
23,43,12,1100
21,38,12,1100
21,51,12,1100
35,29,12,1300
11,31,12,1200
33,36,14,1600
42,25,9,1600
27,34,10,1100
31,42,14,2000
31,35,12,1300
14,27,12,2000
27,40,10,1100
53,28,9,1100
35,35,12,1550
33,31,12,1100
22,28,12,1150
24,32,12,1100
23,44,12,1243
12,28,12,1800
33,33,16,2500
50,30,12,1700
53,31,12,1115
25,55,15,1300
53,35,12,1300
41,25,12,1100
31,32,14,1322
22,37,15,1200
16,30,12,1100
29,50,4,800
21,31,12,1210
17,29,12,1500
26,52,12,1100
50,45,12,1100
41,34,12,1200
26,48,12,1200
17,33,12,1100
35,38,12,1200
41,59,15,1500
42,42,12,2200
32,32,12,1400
13,32,16,1200
31,45,13,1100
29,27,14,1100
25,36,12,1300
23,36,9,1300
16,54,6,1100
29,30,12,1300
22,26,12,1100
26,32,14,1600
51,29,12,1500
14,46,12,1100
13,28,15,1500
25,42,12,1180
53,34,12,1100
25,32,12,1200
17,28,12,1200
11,38,12,1100
53,26,8,1184
24,54,12,2200
13,42,11,1100
24,59,12,1100
31,25,14,1045
31,38,12,1100
25,40,13,1200
26,36,16,1200
25,26,12,1200
33,29,12,1600
42,32,14,2200
53,43,13,1200
23,25,12,1100
26,33,12,1200
27,46,9,1100
51,33,12,2000
32,39,12,1100
33,25,10,1500
15,46,12,1100
35,32,12,1300
35,25,10,1300
42,47,15,1800
12,29,12,1100
27,25,16,1200
28,39,12,1100
13,28,12,1100
35,42,12,1500
53,25,11,1100
51,32,12,1400
29,27,12,1300
23,26,12,1100
35,31,12,1100
11,29,12,1200
41,43,12,1500
33,51,12,1200
23,28,12,1100
23,43,12,1100
31,29,9,1100
28,29,16,1100
21,27,12,1100
27,25,12,1100
32,26,5,1200
33,47,12,1100
31,25,8,1100
53,25,13,1100
22,37,16,1100
33,52,12,1300
23,28,11,1100
53,32,16,2400
12,27,12,1100
27,31,14,1100
33,50,12,1200
33,52,7,1100
24,34,12,1100
17,29,16,1100
29,30,12,1200
24,27,12,1400
13,25,14,600
43,27,12,1400
53,37,12,600
24,32,12,1200
33,42,13,1100
42,51,12,1500
15,27,12,1100
13,38,12,1000
35,25,13,1100
24,32,13,1300
28,31,12,1400
23,42,12,1200
33,47,12,1300
27,36,8,1100
27,29,16,1100
27,37,12,1100
33,32,12,1150
52,55,9,1200
53,35,16,3900
35,50,12,1400
13,25,12,1100
21,37,12,1100
41,39,9,1500
29,42,9,1100
35,47,12,2500
11,32,12,1500
23,29,11,1200
12,35,12,1100
27,45,12,1100
32,25,16,1296
53,28,12,1200
31,39,12,1500
11,33,12,1045
42,27,13,550
23,36,12,1100
41,40,12,1000
50,27,12,1300
13,34,12,1800
29,38,16,1100
52,25,12,1100
31,40,10,1206
31,33,12,1206
35,42,12,2000
35,37,15,3000
53,26,12,1100
33,31,9,1100
35,31,12,1200
14,30,12,1100
29,26,12,1100
53,35,12,1335
52,30,12,1700
23,29,11,1100
35,25,12,1100
12,44,16,1500
15,35,12,1500
35,31,12,1300
35,30,12,1500
33,40,12,1100
32,50,12,2000
33,26,12,1500
16,31,12,1100
29,43,12,1100
31,37,12,1100
14,34,9,1100
41,45,16,730
41,26,9,500
35,52,12,2000
21,36,12,1100
12,40,12,1300
26,49,12,1400
52,36,12,1210
35,38,12,1400
22,36,12,1100
14,26,12,1100
23,28,12,1200
41,26,12,1500
16,33,12,1040
53,29,12,1100
26,33,16,1100
29,26,9,1100
35,31,12,2000
11,26,12,1100
11,30,12,1250
43,31,12,1500
42,38,12,1700
26,50,12,1100
25,32,16,1200
23,26,12,1200
26,31,12,1100
21,25,12,1300
16,26,16,1200
51,33,12,1200
14,27,12,1100
52,30,12,1700
35,29,12,1100
31,37,16,5000
33,43,12,1100
31,46,12,1100
41,31,12,1900
35,49,9,1100
15,28,12,1100
41,27,16,1700
35,34,12,1600
41,45,12,1650
52,27,16,1100
13,25,16,1100
42,59,10,2500
41,36,13,1500
22,29,0,1100
25,48,7,1100
15,38,12,1445
27,44,12,1100
29,25,12,1100
12,27,15,2000
13,28,10,1100
51,38,12,1300
22,32,16,1000
14,37,12,1100
24,36,12,1500
33,36,12,1200
24,36,12,1100
14,37,12,1100
42,28,12,1100
26,45,11,1100
53,25,8,1100
42,39,12,1800
51,30,12,1300
52,40,12,1100
31,42,16,1206
52,48,9,1600
50,41,16,1184
53,41,12,1150
16,45,12,1100
28,26,13,1100
14,29,12,1200
27,28,12,1100
16,29,11,1100
28,26,14,1400
52,56,12,1380
35,29,13,1400
13,31,12,1200
33,58,12,1600
53,38,12,1200
14,31,12,1700
12,29,16,1100
51,42,12,1149
51,38,12,1100
50,38,16,3000
50,25,12,1100
50,30,12,1200
22,36,16,1200
27,40,8,400
52,51,12,1650
53,46,16,1100
31,44,6,1630
43,29,16,2500
13,26,9,1300
24,25,6,1100
13,34,12,1156
50,26,13,1200
33,35,12,1200
35,32,10,1900
29,30,15,4500
53,31,12,1200
50,29,12,1200
53,46,12,1500
41,26,12,1500
41,39,12,1600
13,27,12,100
13,44,12,2200
25,52,13,5000
13,32,16,500
51,53,0,450
13,45,6,1600
26,39,16,2000
13,42,16,800
13,58,12,1000
13,41,12,200
33,45,15,500
13,46,12,1100
53,29,12,1300
51,50,9,2000
12,50,12,1300
41,28,12,1500
13,44,16,1500
53,31,16,1800
33,35,12,1400
13,47,12,2200
29,32,15,2500
21,49,6,600
12,41,0,800
13,45,12,800
15,40,4,650
21,37,8,300
50,32,12,2500
11,27,12,1100
16,45,8,1500
33,32,13,2000
22,47,8,800
15,42,12,1100
33,36,16,2000
21,49,12,2000
22,45,16,1500
35,40,16,2800
13,30,12,1100
41,34,12,3800
21,40,16,900
51,31,12,1155
15,44,10,300
31,52,11,3000
24,38,12,1600
53,37,12,1200
32,38,16,5000
25,53,9,1200
41,55,12,2500
33,26,12,1100
33,50,6,1100
31,28,8,1500
15,44,12,300
33,52,7,1900
16,26,15,2200
29,42,6,800
13,44,9,300
13,48,12,3000
50,52,6,1600
28,26,12,1200
41,54,13,1500
27,45,12,200
53,53,12,1100
52,42,12,1150
16,48,8,1500
31,51,12,2500
51,45,12,1200
53,36,12,1400
13,32,16,1800
22,48,6,5000
52,46,12,3000
35,33,16,1300
53,33,9,1100
22,40,12,800
26,47,12,400
33,47,6,1300
22,41,12,200
31,47,13,2160
31,52,12,1600
22,30,16,300
13,31,12,4000
21,54,12,1500
15,58,12,300
53,25,12,1100
15,33,12,1100
21,52,4,600
28,41,9,1100
14,34,15,1100
31,41,9,500
33,26,12,1000
27,59,16,2000
31,29,16,1100
21,54,16,1500
14,38,14,500
13,53,16,5000
25,37,12,1200
52,25,14,800
15,55,12,400
13,31,12,500
14,34,16,1070
15,51,3,1100
27,45,12,1100
13,46,12,400
33,26,12,700
31,59,9,1100
29,32,12,2000
31,25,12,600
35,45,12,2500
16,30,14,3000
13,39,12,900
16,57,14,2000
33,38,12,200
12,36,16,6000
33,46,12,550
28,29,12,920
13,57,12,500
51,53,16,4500
50,44,10,1500
14,53,12,700
14,37,12,2000
15,39,12,2000
14,36,16,2000
33,57,11,1100
22,45,9,600
15,46,12,5000
31,52,16,1100
53,39,12,1000
22,50,4,800
53,35,12,150
25,51,10,1000
41,53,6,3300
12,25,12,1600
33,35,16,150
11,46,11,1100
52,55,3,2500
26,53,3,90
41,27,12,2000
28,51,12,200
50,54,9,1000
11,48,12,500
28,47,12,1100
27,44,10,500
51,56,12,700
22,28,16,1100
15,57,12,700
15,58,12,1200
17,52,16,3000
14,46,13,2000
21,36,12,500
35,34,16,1300
33,40,5,1500
52,30,9,650
12,44,12,800
14,34,12,1100
14,56,5,2200
13,25,12,301
16,36,15,2090
11,59,16,1300
24,34,12,1200
50,27,12,1200
12,36,16,5000
13,25,12,600
15,27,12,1045
15,33,12,1100
13,43,12,300
35,47,12,500
53,51,13,2000
52,31,10,200
12,38,12,200
13,42,12,200
33,56,12,3500
12,29,12,1500
12,37,14,1100
13,41,12,3000
33,41,16,1200
27,51,5,100
41,40,16,2500
33,51,12,1200
24,28,12,1100
33,57,12,1800
13,46,12,700
11,50,12,2000
52,56,6,3000
12,28,14,1500
13,36,12,1500
53,31,13,1000
52,33,16,5000
12,29,15,1100
12,29,12,1100
51,42,9,1500
43,36,13,1500
13,56,9,300
16,51,12,1100
13,28,12,300
32,48,6,1500
11,44,16,300
53,39,12,2000
13,54,12,650
12,49,4,200
33,35,16,5000
23,35,10,3500
12,25,12,1200
15,45,12,200
23,37,12,1200
13,43,12,1100
23,32,12,1000
15,46,16,100
33,34,13,5000
27,25,12,800
53,55,9,2500
13,47,12,1100
13,49,12,1200
51,47,9,1200
12,42,12,350
13,57,0,1500
21,36,12,130
53,39,12,1000
41,43,16,7000
16,53,12,1200
13,37,16,1700
15,49,12,500
15,55,10,600
52,41,16,1500
13,57,9,600
15,58,7,1000
52,39,12,1600
11,36,12,200
17,27,13,1000
21,40,12,1000
13,54,12,3500
16,51,6,1500
41,39,12,1100
52,58,9,1200
23,34,12,1100
31,40,14,2000
33,33,12,10000
50,27,16,1500
11,30,15,1000
15,47,16,100
27,57,3,1000
23,31,16,1600
22,47,10,800
53,59,10,2000
22,44,12,100
31,58,6,500
22,41,12,500
17,34,15,2000
13,35,12,1500
52,26,10,2500
31,52,7,1000
29,50,12,5000
33,39,12,2000
43,36,11,90
14,51,12,800
23,50,12,1300
29,31,12,1100
23,27,15,6000
23,27,12,1500
29,39,12,1100
22,33,14,1500
13,28,9,1100
53,46,16,1500
11,32,16,1100
23,50,12,450
51,48,14,800
33,55,12,2200
33,57,5,150
22,36,12,2500
13,53,9,600
23,46,6,300
23,40,12,150
12,39,8,400
27,53,11,1100
22,42,12,1100
22,26,12,800
27,37,12,1100
13,40,12,100
22,50,6,500
35,52,5,1500
22,33,12,1500
22,48,16,1100
29,54,6,1000
53,40,12,1500
53,42,12,1200
14,54,12,600
23,37,12,1100
21,28,12,2200
21,48,6,3000
22,37,12,300
52,36,12,1700
33,39,14,600
50,41,12,4000
25,27,16,1100
41,45,12,2000
21,57,12,3260
35,59,5,600
53,29,13,1900
33,40,12,1400
21,27,12,500
41,54,12,2000
53,52,12,2500
31,28,11,2000
24,34,16,1100
51,54,16,1800
33,44,12,1200
15,54,12,500
16,40,12,900
41,41,12,1500
15,40,12,110
52,46,16,1602
53,36,12,400
26,50,8,1500
53,36,12,2200
13,45,5,200
22,40,12,1100
12,37,12,1500
13,39,1,600
26,54,3,1400
33,41,12,1200
16,37,12,1100
25,30,12,1100
13,52,12,800
26,30,14,1299
13,40,12,1100
51,42,15,1100
27,34,12,300
22,26,12,1100
26,26,12,1100
26,56,12,500
13,31,14,1100
33,39,12,800
51,51,12,6000
23,46,14,150
25,40,16,2000
35,26,9,1100
52,36,10,3000
53,33,15,1400
42,49,10,800
25,41,16,700
50,39,12,2000
25,56,12,1100
22,41,13,1000
11,27,8,500
32,55,13,5000
33,33,12,1220
33,45,16,2000
25,37,13,3000
24,32,12,1100
23,30,12,1100
33,38,12,1000
13,44,10,1200
21,42,16,2000
23,46,7,1100
25,58,12,500
31,36,16,3000
33,49,12,5000
12,33,12,1000
16,48,12,800
13,25,12,1100
33,49,12,2000
24,33,7,1200
16,25,12,1100
12,59,0,1000
14,29,12,1000
12,50,13,1500
23,35,12,2500
13,42,5,600
16,29,10,500
35,58,14,2000
50,50,9,2000
43,37,12,50
15,45,7,150
27,30,8,2200
35,28,11,1200
35,53,8,1800
43,58,12,1600
22,27,12,250
13,29,16,1200
21,51,15,2600
28,45,12,2000
15,55,12,100
41,42,15,2500
16,44,14,3000
50,32,12,1150
14,25,12,500
23,41,16,1600
52,34,13,2500
13,42,14,1100
14,31,12,1500
26,35,12,1500
27,43,12,1500
13,57,9,400
14,27,12,3000
27,54,12,2500
16,36,12,1500
13,45,12,1600
25,50,9,600
16,39,12,1100
24,56,12,400
23,40,14,2000
27,35,9,1100
32,41,12,250
11,41,12,1045
14,38,16,300
15,37,16,600
26,56,12,600
14,34,12,1100
35,31,9,1200
26,32,12,400
53,28,15,1800
13,25,6,350
14,44,12,1100
41,32,12,1800
17,56,15,2500
33,48,15,1100
53,32,15,4000
23,45,12,2700
23,57,0,1000
13,50,12,400
26,39,12,1500
52,48,10,1100
26,36,12,1700
41,48,14,7000
23,32,12,1200
16,40,12,1100
12,33,12,1500
22,34,14,3000
27,40,12,1000
11,45,12,350
27,27,15,750
27,59,13,1100
27,35,12,1100
25,50,5,800
21,47,8,1800
26,29,12,1100
26,50,16,900
25,57,12,1600
24,29,13,3000
14,46,12,1100
31,32,12,1100
11,46,7,1100
26,42,14,600
41,42,12,5000
35,39,13,15000
23,37,12,1100
35,51,16,3000
26,26,12,1100
21,47,12,950
15,40,15,2300
50,41,12,2500
52,58,16,4000
23,31,16,1400
13,28,15,500
16,57,12,2000
24,41,12,1000
23,29,16,2500
24,32,14,2000
13,28,7,600
31,30,12,900
16,25,12,1100
41,59,12,2200
26,58,12,3000
24,41,12,500
23,32,9,1200
23,39,15,1000
35,58,12,5000
24,34,12,150
25,49,15,3300
24,52,10,200
24,40,11,1100
13,44,16,1100
27,50,5,200
33,43,13,250
27,32,14,2400
16,55,12,2000
26,53,4,300
31,35,12,2900
35,58,12,1601
26,54,8,7000
23,33,12,1100
22,39,16,2000
41,44,16,12000
27,28,7,1100
27,50,12,800
27,41,12,1100
42,56,16,900
16,45,16,3000
42,33,12,3000
53,42,12,1200
32,56,14,3500
23,45,12,600
27,50,3,300
23,58,12,200
43,35,16,9500
35,48,12,1200
41,39,16,1200
25,43,15,800
12,44,9,2000
31,30,12,2800
12,26,12,500
53,29,16,1300
21,39,12,1100
13,30,12,1100
23,49,12,1100
33,41,6,800
16,45,8,700
11,51,15,300
25,34,12,2000
53,54,6,1800
23,46,10,25
35,58,16,700
26,40,12,1000
28,47,12,1500
14,36,12,300
23,28,13,2000
53,32,10,1100
27,46,12,1500
27,44,6,1100
53,42,9,1100
24,40,16,10000
27,29,12,750
53,40,12,1200
17,36,12,500
33,58,12,1200
33,54,5,150
26,31,16,3000
14,25,12,1500
16,30,12,2000
50,33,16,3000
27,47,12,1100
23,33,11,300
52,25,12,1200
23,28,12,1100
29,31,13,1100
35,54,15,3000
15,44,12,72
12,50,12,3000
33,46,12,1300
41,48,12,7661
41,37,12,5000
24,54,12,300
33,49,5,1000
25,40,7,1100
13,34,6,1100
27,46,12,1100
25,30,9,400
13,39,11,400
27,48,16,150
27,41,12,3200
28,34,12,800
27,47,12,1100
50,27,12,400
33,51,12,5000
33,59,6,1500
21,50,9,1500
27,36,12,1300
52,42,7,1300
16,30,12,1100
21,33,12,1200
26,35,2,400
11,27,12,1500
21,28,12,1100
33,38,12,2000
33,48,6,2000
28,59,16,750
50,37,15,2500
23,41,12,1500
35,28,11,300
21,27,12,5000
12,30,12,1300
53,34,16,2200
13,29,9,600
52,45,10,1100
52,35,12,2100
27,33,12,100
32,34,12,1300
33,50,9,1100
13,38,11,500
33,26,15,1100
29,50,12,1300
29,55,12,300
51,51,12,1100
26,40,12,2000
13,29,12,1100
35,57,12,3500
31,34,12,1238
28,35,12,400
52,41,16,5000
27,26,12,500
12,57,3,700
29,33,12,1100
23,36,13,1500
50,27,12,800
31,38,12,2000
31,40,12,800
25,38,16,1000
17,39,15,2000
12,30,13,1000
42,59,16,5000
33,53,12,1300
27,27,12,300
11,46,12,1500
27,52,16,600
35,37,9,800
12,32,15,1000
14,27,12,1100
31,34,16,5000
35,32,14,1200
35,37,12,1500
33,59,16,6400
14,30,12,2000
27,46,12,1000
33,45,12,1400
27,33,16,700
15,44,7,1100
23,31,11,400
25,37,16,1700
51,25,13,2000
27,38,14,1100
14,35,11,700
33,38,12,700
31,57,12,5000
33,29,16,2500
53,29,16,1100
42,56,16,2000
25,49,16,4000
17,46,5,300
29,50,12,800
33,45,16,5000
35,30,16,200
27,36,9,850
29,39,12,1200
31,47,8,1100
41,53,12,3500
15,36,12,700
27,55,12,2000
35,57,5,2500
14,35,12,2200
31,44,12,500
29,27,14,120
53,38,16,550
33,34,12,1500
31,43,9,1200
13,29,12,300
52,40,9,1200
27,49,10,2000
41,28,12,2500
43,42,16,800
42,30,13,5000
31,41,12,1175
33,36,12,1100
41,57,13,2300
15,39,12,1800
23,57,8,300
13,32,14,300
14,54,6,1000
33,49,9,1500
52,59,16,2000
28,53,12,600
35,43,16,12000
33,38,12,1250
28,53,12,8000
13,55,12,3500
43,47,12,200
12,27,12,1100
27,55,12,300
33,39,12,2800
53,33,16,1600
25,49,12,1100
29,58,16,6000
53,25,13,3000
16,46,9,1100
13,26,9,500
51,45,16,800
35,31,14,5000
16,38,12,800
31,50,12,200
26,33,16,1000
50,31,12,2500
15,32,12,300
50,35,12,10000
33,42,16,1000
27,51,12,1100
28,36,16,3000
22,31,16,500
28,56,16,1500
16,42,6,700
29,34,16,1000
12,42,0,1500
13,28,8,500
32,55,12,3000
21,51,12,1400
27,34,12,1000
23,36,12,2500
21,33,12,1900
14,37,12,1380
35,54,12,1500
27,57,12,3000
52,35,16,2000
21,51,12,400
22,32,12,1200
22,53,12,1500
29,44,12,500
13,42,16,1500
35,43,12,500
35,50,16,5000
33,26,16,2000
41,46,12,3000
31,44,5,750
16,27,8,850
53,42,11,2000
26,37,12,1100
35,54,16,7500
33,29,9,5000
33,30,7,1238
31,53,12,1100
31,57,9,1100
12,28,12,1000
28,31,6,2000
28,40,12,800
22,31,11,1100
27,44,16,5000
43,42,16,6500
50,33,12,1000
50,35,9,2500
43,27,12,1150
13,29,13,1100
53,45,12,400
16,58,12,1500
15,36,12,1100
13,45,12,200
33,39,12,1400
53,33,15,800
13,35,12,1000
22,51,5,1000
33,27,12,1200
42,36,16,5000
14,36,12,2500
51,48,9,940
16,43,16,400
28,37,7,1100
53,42,12,1500
14,28,12,1000
27,55,4,200
53,40,16,1100
15,26,16,200
41,44,12,1100
33,43,1,1000
35,47,16,1192
21,59,12,1500
35,51,12,3000
41,26,12,5000
23,53,6,200
33,39,16,1500
14,38,9,400
35,41,16,3000
53,42,12,2500
11,33,12,1400
31,51,16,5000
33,58,12,2000
11,46,12,800
33,39,12,1100
41,41,12,1800
27,53,9,700
50,49,3,1000
28,35,14,800
11,40,9,2500
50,51,5,1500
43,35,16,1300
50,39,16,600
22,26,14,1300
33,33,12,1800
31,52,16,4400
31,41,12,1100
33,37,14,1200
14,26,13,1000
31,27,12,500
13,32,7,200
33,40,12,2000
23,32,12,1200
32,47,10,100
31,55,12,700
16,43,12,3000
31,47,12,1500
35,37,16,3000
53,33,12,5000
35,39,16,5000
27,47,6,150
11,45,4,400
23,25,12,1500
41,28,12,1100
23,49,12,1400
43,31,14,8000
21,48,16,1200
25,32,15,1100
24,33,16,300
13,31,12,1100
27,42,12,2250
23,41,12,3000
25,47,12,1100
33,36,16,1900
26,49,9,500
15,44,10,700
28,49,12,300
43,47,12,3200
29,30,15,400
35,30,12,800
35,32,12,1300
32,58,12,1800
26,50,9,400
23,54,5,150
13,40,12,560
26,37,12,850
33,32,12,1100
33,55,12,600
33,52,11,1100
33,51,12,1300
11,53,12,2000
14,57,12,1350
33,55,12,1500
33,48,12,3000
27,30,8,40
35,54,12,2000
22,36,12,2100
32,46,12,2500
23,36,9,250
35,37,16,500
12,44,6,1000
32,39,12,400
12,33,12,200
33,34,14,2500
51,28,12,1155
11,50,10,1100
11,34,16,2500
42,38,12,2000
17,29,12,2000
21,46,7,1500
33,40,16,1600
23,48,5,1100
53,34,16,3000
13,31,12,1100
29,50,12,500
24,50,12,1000
33,50,11,1000
31,37,16,2800
31,31,11,1100
28,49,12,300
14,42,12,1100
27,49,6,400
32,44,16,800
31,28,10,200
32,58,9,500
13,47,12,1000
53,38,16,700
53,25,12,1100
13,37,12,2100
43,36,12,1100
33,52,16,4500
12,32,12,1100
27,30,10,550
41,59,12,2000
16,52,13,3000
35,41,16,2800
24,27,10,1100
52,52,12,1100
35,26,12,500
33,54,12,2000
15,56,6,1200
35,50,16,5000
35,36,13,1600
26,44,12,1200
52,53,7,800
15,58,6,200
26,28,8,150
14,31,16,1100
33,35,12,2000
33,59,9,5000
53,31,12,3500
41,34,16,6000
14,42,5,200
25,27,12,1100
15,55,8,850
13,26,12,1100
31,45,15,300
27,35,12,1000
35,48,12,1500
52,33,10,500
27,39,11,1500
28,33,2,10
21,39,16,2000
33,49,12,3000
35,33,10,150
13,50,5,500
33,39,11,2500
31,43,12,2000
28,56,9,1500
13,40,12,500
11,28,12,1100
27,55,6,350
12,47,12,1500
33,43,10,10000
25,53,9,3500
35,50,7,4000
43,57,12,150
12,26,12,1900
41,48,12,17000
27,31,12,2500
27,29,9,1100
35,58,8,3200
28,56,16,1100
13,45,12,300
12,26,12,700
12,43,12,1100
31,51,15,1100
41,47,12,5000
35,44,14,2000
35,35,16,1500
31,52,12,300
15,36,14,14000
33,42,16,2000
31,48,12,500
23,32,12,1100
29,55,16,100
35,53,16,1000
53,25,12,1600
29,35,10,5000
35,25,12,900
35,46,16,4000
33,35,12,1500
12,31,16,2000
24,57,9,300
35,37,12,3000
33,25,9,1500
52,29,12,1100
53,35,12,2000
41,37,12,3500
21,44,5,100
29,44,12,120
22,36,16,1500
33,43,5,2000
33,33,12,700
15,56,9,1100
27,42,12,1100
16,48,8,500
28,30,14,200
13,28,13,1100
35,35,6,1500
14,39,12,3000
14,31,12,700
35,56,9,3000
16,39,16,1500
35,45,12,1800
41,49,13,3000
35,25,12,1500
14,26,12,1100
15,32,11,1600
11,45,12,1100
12,45,12,150
52,34,12,1100
13,33,12,500
52,28,12,1500
35,36,11,3500
17,35,12,1600
33,39,12,2000
33,50,16,2000
35,43,14,1500
27,32,12,300
53,56,11,800
12,40,9,2500
23,39,7,300
27,57,11,200
41,44,9,1600
53,52,14,500
35,52,8,1500
32,51,13,450
14,31,12,300
41,25,12,2500
52,34,2,6000
24,41,12,2000
25,56,12,1100
33,43,12,800
